number,value,datetime_start,datetime_complete,duration,params_BATCH_SIZE,params_DROPOUT,params_HIDDEN,params_LAYERS,params_LR,params_MAX_DAYS,params_MIN_DAYS,state
56,0.4586792200453685,2025-10-12 10:34:02.267096,2025-10-12 10:34:18.145315,0 days 00:00:15.878219,32,0.14354024758330383,192,2,0.001759392418583369,45,5,COMPLETE
57,0.7047860622406006,2025-10-12 10:34:18.146717,2025-10-12 10:34:19.577871,0 days 00:00:01.431154,32,0.17374206704444572,192,3,0.0011358553589422419,60,21,PRUNED
58,0.4697238121392573,2025-10-12 10:34:19.578584,2025-10-12 10:34:27.906760,0 days 00:00:08.328176,128,0.08692649267297721,64,2,0.004488860039025514,75,5,COMPLETE
59,0.4632362571143384,2025-10-12 10:34:27.908267,2025-10-12 10:34:39.992784,0 days 00:00:12.084517,48,0.02378448547866706,64,2,0.0005485561822235072,90,5,COMPLETE
60,0.6456843415896097,2025-10-12 10:34:39.993947,2025-10-12 10:34:42.395138,0 days 00:00:02.401191,48,0.19818441311286994,64,2,0.003908914360725647,75,10,COMPLETE
61,0.5937861204147339,2025-10-12 10:34:42.395956,2025-10-12 10:34:43.771884,0 days 00:00:01.375928,64,0.28703485079900515,192,2,0.0013209891948281008,60,7,PRUNED
62,0.45004990265701933,2025-10-12 10:34:43.772629,2025-10-12 10:34:55.800277,0 days 00:00:12.027648,96,0.20684334537286375,128,2,0.0017720059257325725,75,5,COMPLETE
63,0.4573920365554029,2025-10-12 10:34:55.801305,2025-10-12 10:35:04.500083,0 days 00:00:08.698778,96,0.20484733036398006,128,1,0.004573384039470445,75,5,COMPLETE
64,0.4782337637431768,2025-10-12 10:35:04.501479,2025-10-12 10:35:16.082124,0 days 00:00:11.580645,64,0.2543915271383639,128,3,0.0007616848148422076,75,5,COMPLETE
65,0.6775403022766113,2025-10-12 10:35:16.083312,2025-10-12 10:35:17.818311,0 days 00:00:01.734999,96,0.19832249727854379,128,2,0.001360726753456819,75,21,PRUNED
66,1.163790225982666,2025-10-12 10:35:17.819639,2025-10-12 10:35:19.641360,0 days 00:00:01.821721,96,0.2166799279510323,96,2,0.0010267214027822654,75,14,PRUNED
67,0.44591034925779605,2025-10-12 10:35:19.642111,2025-10-12 10:35:39.148153,0 days 00:00:19.506042,16,0.33215336348023927,64,2,0.0027507401153181446,90,5,COMPLETE
68,0.44185599097151124,2025-10-12 10:35:39.149359,2025-10-12 10:36:07.544669,0 days 00:00:28.395310,16,0.3170466876736497,64,2,0.0023967079064938896,75,5,COMPLETE
69,0.9837826459031356,2025-10-12 10:36:07.545883,2025-10-12 10:36:09.299340,0 days 00:00:01.753457,16,0.40216686525184603,64,2,0.0011187780419698167,75,14,PRUNED
70,0.44529982542645746,2025-10-12 10:36:09.300246,2025-10-12 10:36:34.312908,0 days 00:00:25.012662,16,0.4828087028559903,64,2,0.0018382254319149556,90,5,COMPLETE
71,0.45261825243258297,2025-10-12 10:36:34.314075,2025-10-12 10:36:54.297693,0 days 00:00:19.983618,16,0.449942006931369,64,1,0.0014919375249491502,60,5,COMPLETE
72,0.4550024232477135,2025-10-12 10:36:54.298799,2025-10-12 10:37:09.544331,0 days 00:00:15.245532,32,0.35098235756878404,64,2,0.0031495874433352822,90,5,COMPLETE
73,0.5953084089817144,2025-10-12 10:37:09.545329,2025-10-12 10:37:13.114664,0 days 00:00:03.569335,16,0.43522284122349875,64,3,0.002417684910214626,90,10,COMPLETE
74,0.44972860809298415,2025-10-12 10:37:13.115514,2025-10-12 10:37:43.436857,0 days 00:00:30.321343,16,0.4821108189932195,64,2,0.0016814751068629803,90,5,COMPLETE
75,0.46189142140218764,2025-10-12 10:37:43.437709,2025-10-12 10:38:04.783048,0 days 00:00:21.345339,16,0.4006128004242415,64,2,0.0022016009957646675,90,5,COMPLETE
76,0.6506572365760803,2025-10-12 10:38:04.784023,2025-10-12 10:38:07.796114,0 days 00:00:03.012091,16,0.44978950781087,96,2,0.0010761119273240004,90,28,COMPLETE
77,0.45183170165756753,2025-10-12 10:38:07.798043,2025-10-12 10:38:23.668332,0 days 00:00:15.870289,48,0.48870724907117813,64,2,0.000717639331200129,30,5,COMPLETE
78,0.45109897497570967,2025-10-12 10:38:23.669357,2025-10-12 10:38:42.168304,0 days 00:00:18.498947,16,0.2565677559573308,64,2,0.002771779511000771,75,5,COMPLETE
79,0.7605254650115967,2025-10-12 10:38:42.169530,2025-10-12 10:38:43.530364,0 days 00:00:01.360834,96,0.46755932766426145,64,2,0.0008054336109256467,90,21,PRUNED
80,0.454395263073385,2025-10-12 10:38:43.531132,2025-10-12 10:39:12.494637,0 days 00:00:28.963505,16,0.4942255520373397,160,3,0.000746066422908011,90,5,COMPLETE
81,0.4680190836539562,2025-10-12 10:39:12.496147,2025-10-12 10:39:36.339380,0 days 00:00:23.843233,16,0.42120133431293094,96,3,0.0047477767868039505,90,5,COMPLETE
82,0.46509431285026875,2025-10-12 10:39:36.340617,2025-10-12 10:39:46.011407,0 days 00:00:09.670790,96,0.3282845640744573,128,2,0.001028044171825299,75,5,COMPLETE
83,0.4650050797168097,2025-10-12 10:39:46.012525,2025-10-12 10:39:54.311881,0 days 00:00:08.299356,128,0.47982215233323716,64,2,0.00291367135208791,75,5,COMPLETE
84,0.44344740264943633,2025-10-12 10:39:54.313047,2025-10-12 10:40:08.124449,0 days 00:00:13.811402,48,0.2092140255779893,192,3,0.003855725304376366,60,5,COMPLETE
85,0.4673116292100575,2025-10-12 10:40:08.125463,2025-10-12 10:40:19.708911,0 days 00:00:11.583448,48,0.4488297361088854,192,2,0.00210927215541241,90,5,COMPLETE
86,0.45010784801528403,2025-10-12 10:40:19.709962,2025-10-12 10:40:33.423513,0 days 00:00:13.713551,48,0.12032627219877534,192,3,0.002585457669340244,60,5,COMPLETE
87,0.811421497779734,2025-10-12 10:40:33.424403,2025-10-12 10:40:34.827091,0 days 00:00:01.402688,16,0.4518713028895312,64,2,0.002687033190050118,30,21,PRUNED
88,0.445167255719583,2025-10-12 10:40:34.827825,2025-10-12 10:40:49.508571,0 days 00:00:14.680746,32,0.0971503687869208,160,2,0.0015332695002368269,60,5,COMPLETE
89,0.6068711441296798,2025-10-12 10:40:49.509642,2025-10-12 10:40:51.222818,0 days 00:00:01.713176,16,0.09850595860318176,64,2,0.004290294666640652,90,10,PRUNED
90,0.46029480333435346,2025-10-12 10:40:51.223609,2025-10-12 10:41:09.027551,0 days 00:00:17.803942,32,0.1705308440533686,160,2,0.0009609044389528241,60,5,COMPLETE
91,0.45985786303591086,2025-10-12 10:41:09.029665,2025-10-12 10:41:25.081659,0 days 00:00:16.051994,48,0.28158857571489354,192,3,0.0013316703024455442,75,5,COMPLETE
92,0.4379518486687459,2025-10-12 10:41:25.082512,2025-10-12 10:41:40.667248,0 days 00:00:15.584736,32,0.13231745908156067,192,2,0.004033295169088023,60,5,COMPLETE
93,0.4457194783849389,2025-10-12 10:41:40.668413,2025-10-12 10:41:58.137580,0 days 00:00:17.469167,32,0.06585654477449104,192,2,0.0015111709221874903,60,5,COMPLETE
94,0.4526725855679457,2025-10-12 10:41:58.138727,2025-10-12 10:42:12.582289,0 days 00:00:14.443562,32,0.10598837847560155,192,2,0.002986503413710224,60,5,COMPLETE
95,0.46103745753131253,2025-10-12 10:42:12.583423,2025-10-12 10:42:24.050566,0 days 00:00:11.467143,32,0.23337626680998047,96,2,0.0012494570464390597,30,5,COMPLETE
96,0.4616744536009731,2025-10-12 10:42:24.051705,2025-10-12 10:42:38.046020,0 days 00:00:13.994315,48,0.20751132905798766,64,3,0.004627262338906775,60,5,COMPLETE
97,0.4268550941643894,2025-10-12 10:42:38.047207,2025-10-12 10:42:54.554211,0 days 00:00:16.507004,64,0.2851349766738166,192,3,0.0032983341529846193,60,5,COMPLETE
98,0.4476315765822993,2025-10-12 10:42:54.556985,2025-10-12 10:43:08.416808,0 days 00:00:13.859823,64,0.3351121243326514,192,3,0.004708433179517836,60,5,COMPLETE
99,0.442440977067967,2025-10-12 10:43:08.418228,2025-10-12 10:43:18.737570,0 days 00:00:10.319342,64,0.1335400159159132,192,3,0.002095937304941235,30,5,COMPLETE
