number,value,datetime_start,datetime_complete,duration,params_BATCH_SIZE,params_DROPOUT,params_HIDDEN,params_LAYERS,params_LR,params_MAX_DAYS,params_MIN_DAYS,state
65,0.12606509029865265,2025-10-12 10:19:00.814153,2025-10-12 10:19:02.500474,0 days 00:00:01.686321,48,0.38887108480952476,128,3,0.002675369352248619,45,28,PRUNED
66,0.15546145443530643,2025-10-12 10:19:02.501201,2025-10-12 10:19:04.535241,0 days 00:00:02.034040,16,0.4503531488697277,192,3,0.003679927886879735,75,21,PRUNED
67,0.24047063340909505,2025-10-12 10:19:04.536034,2025-10-12 10:19:15.402856,0 days 00:00:10.866822,16,0.35763468561369377,128,3,0.0026987893784610585,45,5,PRUNED
68,0.03324959613382816,2025-10-12 10:19:15.403662,2025-10-12 10:19:18.061730,0 days 00:00:02.658068,16,0.351459486852789,128,3,0.0038489625789947246,45,28,COMPLETE
69,0.047189705073833466,2025-10-12 10:19:18.062617,2025-10-12 10:19:20.026159,0 days 00:00:01.963542,96,0.3781485851817204,128,3,0.004512404700011955,45,28,PRUNED
70,0.13340851664543152,2025-10-12 10:19:20.028569,2025-10-12 10:19:22.304889,0 days 00:00:02.276320,128,0.24232281834559877,128,2,0.004606093863036361,45,14,PRUNED
71,0.03293169134606918,2025-10-12 10:19:22.306766,2025-10-12 10:19:25.290330,0 days 00:00:02.983564,16,0.3557973700689383,160,3,0.003801582478613,45,28,COMPLETE
72,0.028811970725655556,2025-10-12 10:19:25.291229,2025-10-12 10:19:28.392014,0 days 00:00:03.100785,16,0.36671077105235184,160,3,0.004060612681046788,45,28,COMPLETE
73,0.03790901849667231,2025-10-12 10:19:28.392972,2025-10-12 10:19:31.306306,0 days 00:00:02.913334,16,0.3582807808402971,160,3,0.003698625513874859,45,28,COMPLETE
74,0.2038547247648239,2025-10-12 10:19:31.307278,2025-10-12 10:19:33.282947,0 days 00:00:01.975669,128,0.38099696131078553,160,3,0.0024487272565943755,45,7,PRUNED
75,0.017913836985826492,2025-10-12 10:19:33.284528,2025-10-12 10:19:36.248039,0 days 00:00:02.963511,16,0.3134828635278145,96,3,0.0038135838190404506,75,28,PRUNED
76,0.040236422792077065,2025-10-12 10:19:36.248874,2025-10-12 10:19:39.208604,0 days 00:00:02.959730,16,0.45561453591164464,128,3,0.004487302416461572,45,28,COMPLETE
77,0.30452179888817776,2025-10-12 10:19:39.209472,2025-10-12 10:19:45.211919,0 days 00:00:06.002447,64,0.480879190830325,160,3,0.004891909244861189,45,5,PRUNED
78,0.38660383224487305,2025-10-12 10:19:45.212833,2025-10-12 10:19:47.586383,0 days 00:00:02.373550,96,0.47267720402168034,192,2,0.004815948762228867,60,28,PRUNED
79,0.08064623480593716,2025-10-12 10:19:47.588496,2025-10-12 10:19:50.021199,0 days 00:00:02.432703,16,0.3351342688985235,160,3,0.004116567541278212,30,10,PRUNED
80,0.06584343314170837,2025-10-12 10:19:50.022060,2025-10-12 10:19:51.747367,0 days 00:00:01.725307,32,0.4079004721764194,192,3,0.0015297380589438863,45,28,PRUNED
