number,value,datetime_start,datetime_complete,duration,params_BATCH_SIZE,params_DROPOUT,params_HIDDEN,params_LAYERS,params_LR,params_MAX_DAYS,params_MIN_DAYS,state
74,0.7352561508657551,2025-10-12 09:27:43.325309,2025-10-12 09:27:50.162343,0 days 00:00:06.837034,16,0.4975928312460035,192,1,0.00025178152960223616,60,5,PRUNED
75,0.5541830291087662,2025-10-12 09:27:50.163215,2025-10-12 09:27:55.871393,0 days 00:00:05.708178,128,0.24765314189829413,96,2,0.0012916806571466857,30,5,PRUNED
76,8.76278018951416,2025-10-12 09:27:55.872134,2025-10-12 09:27:57.185247,0 days 00:00:01.313113,96,0.13610236433874368,128,2,0.0005324740758156652,30,21,PRUNED
77,0.729981662846413,2025-10-12 09:27:57.185994,2025-10-12 09:28:02.516536,0 days 00:00:05.330542,64,0.42409246977283654,128,2,0.001984190805670791,30,5,PRUNED
78,0.4999489744574171,2025-10-12 09:28:02.517341,2025-10-12 09:28:20.231039,0 days 00:00:17.713698,48,0.3273054036539416,96,2,0.0015465232037618424,90,5,COMPLETE
79,0.4713458877242988,2025-10-12 09:28:20.232211,2025-10-12 09:28:45.134200,0 days 00:00:24.901989,48,0.4331205571062442,192,2,0.00024646753198528243,30,5,COMPLETE
80,0.6546267341164982,2025-10-12 09:28:45.135317,2025-10-12 09:28:49.902041,0 days 00:00:04.766724,48,0.48986540800893275,192,3,0.00013714574791927412,30,5,PRUNED
81,0.47082892641060187,2025-10-12 09:28:49.902824,2025-10-12 09:29:12.978791,0 days 00:00:23.075967,32,0.42401755656544815,192,2,0.00025265373084948914,30,5,COMPLETE
82,0.7734713754734072,2025-10-12 09:29:12.979987,2025-10-12 09:29:16.690192,0 days 00:00:03.710205,96,0.38492610676673916,64,2,0.0003041041292146119,30,5,PRUNED
83,0.4649638314655575,2025-10-12 09:29:16.692046,2025-10-12 09:29:43.368201,0 days 00:00:26.676155,32,0.37813885944946446,192,2,0.0001967821420276239,30,5,COMPLETE
